Transcript	Gene
ENST00000589326.5	ENSG00000166377.21
ENST00000589732.1	ENSG00000166377.21
ENST00000588895.1	ENSG00000166377.21
ENST00000586774.1	ENSG00000166377.21
ENST00000590477.5	ENSG00000166377.21
ENST00000589951.5	ENSG00000166377.21
ENST00000588921.1	ENSG00000166377.21
ENST00000587919.1	ENSG00000166377.21
ENST00000587410.1	ENSG00000166377.21
ENST00000262039.9	ENSG00000078142.14
ENST00000398870.7	ENSG00000078142.14
ENST00000586545.5	ENSG00000078142.14
ENST00000590220.1	ENSG00000078142.14
ENST00000585528.5	ENSG00000078142.14
ENST00000591011.1	ENSG00000078142.14
ENST00000589550.1	ENSG00000078142.14
ENST00000593098.5	ENSG00000078142.14
ENST00000590013.2	ENSG00000078142.14
ENST00000597477.5	ENSG00000078142.14
ENST00000589056.5	ENSG00000078142.14
ENST00000587402.2	ENSG00000078142.14
ENST00000588631.5	ENSG00000078142.14
ENST00000587261.5	ENSG00000078142.14
ENST00000588156.5	ENSG00000078142.14
ENST00000587328.2	ENSG00000078142.14
ENST00000579232.5	ENSG00000079134.13
ENST00000261600.11	ENSG00000079134.13
ENST00000577429.5	ENSG00000079134.13
ENST00000583228.5	ENSG00000079134.13
ENST00000578529.5	ENSG00000079134.13
ENST00000580038.5	ENSG00000079134.13
ENST00000584470.5	ENSG00000079134.13
ENST00000631280.2	ENSG00000079134.13
ENST00000585307.1	ENSG00000079134.13
ENST00000579891.5	ENSG00000079134.13
ENST00000577552.5	ENSG00000079134.13
ENST00000582313.5	ENSG00000079134.13
ENST00000584642.1	ENSG00000079134.13
ENST00000581269.5	ENSG00000079134.13
ENST00000581116.1	ENSG00000079134.13
ENST00000581576.1	ENSG00000079134.13
ENST00000578224.5	ENSG00000079134.13
ENST00000580870.5	ENSG00000079134.13
ENST00000580544.1	ENSG00000079134.13
ENST00000356443.9	ENSG00000101605.14
ENST00000261606.11	ENSG00000101605.14
ENST00000581804.1	ENSG00000101605.14
ENST00000581075.1	ENSG00000101605.14
ENST00000582016.1	ENSG00000101605.14
ENST00000577294.1	ENSG00000101605.14
ENST00000575389.6	ENSG00000256463.10
ENST00000537592.7	ENSG00000256463.10
ENST00000572928.1	ENSG00000256463.10
ENST00000536229.7	ENSG00000256463.10
ENST00000573324.1	ENSG00000256463.10
ENST00000589935.1	ENSG00000091157.15
ENST00000357574.7	ENSG00000091157.15
ENST00000254442.8	ENSG00000091157.15
ENST00000593058.1	ENSG00000091157.15
ENST00000585754.1	ENSG00000091157.15
ENST00000587403.5	ENSG00000091157.15
ENST00000590557.5	ENSG00000091157.15
ENST00000585824.1	ENSG00000091157.15
ENST00000591524.1	ENSG00000091157.15
ENST00000586124.2	ENSG00000091157.15
ENST00000591449.1	ENSG00000091157.15
ENST00000585669.1	ENSG00000091157.15
ENST00000389658.4	ENSG00000101680.16
ENST00000492048.5	ENSG00000101680.16
ENST00000488064.5	ENSG00000101680.16
ENST00000579014.5	ENSG00000101680.16
ENST00000488089.1	ENSG00000101680.16
ENST00000490190.1	ENSG00000101680.16
ENST00000484335.1	ENSG00000101680.16
ENST00000585178.1	ENSG00000101680.16
ENST00000327228.5	ENSG00000177143.5
ENST00000410242.1	ENSG00000222174.1
ENST00000667928.1	ENSG00000288533.1
ENST00000585150.1	ENSG00000266456.1
ENST00000584679.1	ENSG00000263727.1
ENST00000323274.15	ENSG00000176890.16
ENST00000579128.1	ENSG00000176890.16
ENST00000323250.9	ENSG00000176890.16
ENST00000323224.7	ENSG00000176890.16
ENST00000584122.1	ENSG00000176890.16
ENST00000581920.1	ENSG00000176890.16
ENST00000647584.2	ENSG00000132199.20
ENST00000584259.6	ENSG00000132199.20
ENST00000383578.7	ENSG00000132199.20
ENST00000340116.12	ENSG00000132199.20
ENST00000581475.5	ENSG00000132199.20
ENST00000584646.5	ENSG00000132199.20
ENST00000581906.1	ENSG00000132199.20
ENST00000582745.5	ENSG00000132199.20
ENST00000580982.5	ENSG00000132199.20
ENST00000583973.5	ENSG00000132199.20
ENST00000585128.6	ENSG00000132199.20
ENST00000581928.5	ENSG00000132199.20
ENST00000584453.5	ENSG00000132199.20
ENST00000584706.1	ENSG00000132199.20
ENST00000578651.5	ENSG00000132199.20
ENST00000578647.1	ENSG00000132199.20
ENST00000577334.5	ENSG00000132199.20
ENST00000585004.5	ENSG00000132199.20
ENST00000579053.5	ENSG00000132199.20
ENST00000583771.1	ENSG00000132199.20
ENST00000580605.5	ENSG00000132199.20
ENST00000581332.1	ENSG00000132199.20
ENST00000581712.1	ENSG00000264635.1
ENST00000383960.1	ENSG00000206687.1
ENST00000383467.3	ENSG00000206422.3
ENST00000257209.8	ENSG00000134775.16
ENST00000589114.5	ENSG00000134775.16
ENST00000590592.6	ENSG00000134775.16
ENST00000359247.8	ENSG00000134775.16
ENST00000591635.5	ENSG00000134775.16
ENST00000592930.5	ENSG00000134775.16
ENST00000587493.1	ENSG00000134775.16
ENST00000592128.5	ENSG00000134775.16
ENST00000585579.2	ENSG00000134775.16
ENST00000269143.8	ENSG00000141385.12
ENST00000692988.1	ENSG00000141385.12
ENST00000687337.1	ENSG00000141385.12
ENST00000691179.1	ENSG00000141385.12
ENST00000691970.1	ENSG00000141385.12
ENST00000688199.1	ENSG00000141385.12
ENST00000692497.1	ENSG00000141385.12
ENST00000687477.1	ENSG00000141385.12
ENST00000683671.1	ENSG00000141385.12
ENST00000588893.1	ENSG00000141385.12
ENST00000590811.1	ENSG00000141385.12
ENST00000591848.1	ENSG00000141385.12
ENST00000624177.1	ENSG00000279637.1
ENST00000624066.1	ENSG00000279981.1
ENST00000622987.1	ENSG00000279397.1
ENST00000666976.1	ENSG00000286296.1
ENST00000613122.5	ENSG00000060069.18
ENST00000075430.11	ENSG00000060069.18
ENST00000591598.5	ENSG00000060069.18
ENST00000590635.5	ENSG00000060069.18
ENST00000587623.1	ENSG00000060069.18
ENST00000299543.9	ENSG00000060069.18
ENST00000590599.2	ENSG00000060069.18
ENST00000585951.1	ENSG00000060069.18
ENST00000426838.8	ENSG00000152217.20
ENST00000677068.1	ENSG00000152217.20
ENST00000649279.2	ENSG00000152217.20
ENST00000677699.1	ENSG00000152217.20
ENST00000678152.1	ENSG00000152217.20
ENST00000677077.1	ENSG00000152217.20
ENST00000677130.1	ENSG00000152217.20
ENST00000645568.1	ENSG00000152217.20
ENST00000400345.8	ENSG00000049759.20
ENST00000356462.10	ENSG00000049759.20
ENST00000589054.5	ENSG00000049759.20
ENST00000674845.1	ENSG00000049759.20
ENST00000617539.1	ENSG00000049759.20
ENST00000676024.1	ENSG00000049759.20
ENST00000382850.8	ENSG00000049759.20
ENST00000256830.13	ENSG00000049759.20
ENST00000590694.5	ENSG00000049759.20
ENST00000676223.1	ENSG00000049759.20
ENST00000585594.6	ENSG00000049759.20
ENST00000675147.1	ENSG00000049759.20
ENST00000591989.5	ENSG00000049759.20
ENST00000591579.5	ENSG00000049759.20
ENST00000592846.5	ENSG00000049759.20
ENST00000675801.1	ENSG00000049759.20
ENST00000674613.1	ENSG00000049759.20
ENST00000585363.5	ENSG00000049759.20
ENST00000588516.5	ENSG00000049759.20
ENST00000456986.5	ENSG00000049759.20
ENST00000675502.1	ENSG00000049759.20
ENST00000675554.1	ENSG00000049759.20
ENST00000675137.1	ENSG00000049759.20
ENST00000587547.1	ENSG00000049759.20
ENST00000675227.1	ENSG00000049759.20
ENST00000435432.6	ENSG00000049759.20
ENST00000357895.9	ENSG00000049759.20
ENST00000586263.5	ENSG00000049759.20
ENST00000456173.6	ENSG00000049759.20
ENST00000676251.1	ENSG00000049759.20
ENST00000676226.1	ENSG00000049759.20
ENST00000675865.1	ENSG00000049759.20
ENST00000588494.5	ENSG00000049759.20
ENST00000675221.1	ENSG00000049759.20
ENST00000588066.5	ENSG00000049759.20
ENST00000431212.6	ENSG00000049759.20
ENST00000586268.5	ENSG00000049759.20
ENST00000587190.5	ENSG00000049759.20
ENST00000585323.5	ENSG00000049759.20
ENST00000587634.6	ENSG00000049759.20
ENST00000674636.1	ENSG00000049759.20
ENST00000674856.1	ENSG00000049759.20
ENST00000675434.1	ENSG00000049759.20
ENST00000635997.1	ENSG00000049759.20
ENST00000674517.1	ENSG00000049759.20
ENST00000592601.5	ENSG00000049759.20
ENST00000590020.1	ENSG00000049759.20
ENST00000587881.1	ENSG00000049759.20
ENST00000589167.1	ENSG00000049759.20
ENST00000590638.5	ENSG00000049759.20
ENST00000679791.1	ENSG00000049759.20
ENST00000674921.1	ENSG00000049759.20
ENST00000585970.1	ENSG00000049759.20
ENST00000675101.1	ENSG00000049759.20
ENST00000587246.1	ENSG00000049759.20
ENST00000675699.1	ENSG00000049759.20
ENST00000592097.6	ENSG00000049759.20
ENST00000590248.1	ENSG00000049759.20
ENST00000588712.5	ENSG00000049759.20
ENST00000590506.1	ENSG00000049759.20
ENST00000675244.1	ENSG00000049759.20
ENST00000676301.1	ENSG00000049759.20
ENST00000584783.1	ENSG00000266605.1
ENST00000578182.1	ENSG00000266242.1
ENST00000511306.5	ENSG00000183206.18
ENST00000358970.10	ENSG00000183206.18
ENST00000620346.1	ENSG00000183206.18
ENST00000389891.4	ENSG00000183206.18
ENST00000363262.1	ENSG00000200132.1
ENST00000580232.1	ENSG00000265340.1
ENST00000578842.1	ENSG00000266693.1
ENST00000580193.1	ENSG00000264570.1
ENST00000613259.1	ENSG00000273732.1
ENST00000560687.2	ENSG00000276318.1
ENST00000363775.1	ENSG00000200645.1
ENST00000581117.1	ENSG00000265737.1
ENST00000581101.1	ENSG00000265499.1
ENST00000582962.1	ENSG00000265786.1
ENST00000578243.5	ENSG00000263618.5
ENST00000584414.1	ENSG00000263618.5
ENST00000581351.1	ENSG00000263618.5
ENST00000583306.1	ENSG00000263821.1
ENST00000623533.1	ENSG00000279042.1
ENST00000580065.1	ENSG00000266522.1
ENST00000579292.5	ENSG00000180777.15
ENST00000690538.1	ENSG00000180777.15
ENST00000358984.9	ENSG00000180777.15
ENST00000665241.1	ENSG00000180777.15
ENST00000580206.1	ENSG00000180777.15
ENST00000320584.8	ENSG00000180777.15
ENST00000491550.3	ENSG00000242651.3
ENST00000649534.1	ENSG00000285653.1
ENST00000516871.1	ENSG00000252680.1
ENST00000584447.1	ENSG00000265564.1
ENST00000536353.2	ENSG00000168454.13
ENST00000584255.1	ENSG00000168454.13
ENST00000357775.6	ENSG00000168454.13
ENST00000306084.6	ENSG00000168454.13
ENST00000426718.3	ENSG00000168454.13
ENST00000609787.1	ENSG00000272799.1
ENST00000400000.7	ENSG00000101558.14
ENST00000577901.5	ENSG00000101558.14
ENST00000340541.4	ENSG00000101558.14
ENST00000585042.5	ENSG00000101558.14
ENST00000578314.1	ENSG00000101558.14
ENST00000584796.5	ENSG00000101558.14
ENST00000583879.5	ENSG00000101558.14
ENST00000583475.1	ENSG00000101558.14
ENST00000577539.1	ENSG00000101558.14
ENST00000411206.1	ENSG00000223138.1
ENST00000582937.1	ENSG00000154864.14
ENST00000302079.10	ENSG00000154864.14
ENST00000674853.1	ENSG00000154864.14
ENST00000691469.1	ENSG00000154864.14
ENST00000383408.7	ENSG00000154864.14
ENST00000693743.1	ENSG00000154864.14
ENST00000685517.1	ENSG00000154864.14
ENST00000538948.5	ENSG00000154864.14
ENST00000503781.7	ENSG00000154864.14
ENST00000580640.5	ENSG00000154864.14
ENST00000582913.5	ENSG00000154864.14
ENST00000581680.1	ENSG00000154864.14
ENST00000579151.1	ENSG00000154864.14
ENST00000643712.1	ENSG00000154864.14
ENST00000686869.1	ENSG00000154864.14
ENST00000579949.2	ENSG00000154864.14
ENST00000578145.1	ENSG00000154864.14
ENST00000583325.1	ENSG00000154864.14
ENST00000579112.1	ENSG00000154864.14
ENST00000579899.1	ENSG00000154864.14
ENST00000688929.1	ENSG00000154864.14
ENST00000485809.1	ENSG00000243355.1
ENST00000581852.5	ENSG00000166960.17
ENST00000403303.5	ENSG00000166960.17
ENST00000581524.5	ENSG00000166960.17
ENST00000383096.8	ENSG00000166960.17
ENST00000300227.12	ENSG00000166960.17
ENST00000579916.5	ENSG00000166960.17
ENST00000406524.6	ENSG00000166960.17
ENST00000583930.5	ENSG00000166960.17
ENST00000579947.5	ENSG00000166960.17
ENST00000577268.1	ENSG00000166960.17
ENST00000399177.7	ENSG00000166960.17
ENST00000577766.5	ENSG00000166960.17
ENST00000583550.1	ENSG00000166960.17
ENST00000592005.5	ENSG00000167216.19
ENST00000687039.1	ENSG00000167216.19
ENST00000693648.1	ENSG00000167216.19
ENST00000692939.1	ENSG00000167216.19
ENST00000687291.1	ENSG00000167216.19
ENST00000591522.2	ENSG00000167216.19
ENST00000245121.10	ENSG00000167216.19
ENST00000683218.1	ENSG00000167216.19
ENST00000685570.1	ENSG00000167216.19
ENST00000690453.1	ENSG00000167216.19
ENST00000688563.1	ENSG00000167216.19
ENST00000689545.1	ENSG00000167216.19
ENST00000688194.1	ENSG00000167216.19
ENST00000686215.1	ENSG00000167216.19
ENST00000688659.1	ENSG00000167216.19
ENST00000685696.1	ENSG00000167216.19
ENST00000685358.1	ENSG00000167216.19
ENST00000588433.6	ENSG00000167216.19
ENST00000585383.2	ENSG00000167216.19
ENST00000585469.5	ENSG00000167216.19
ENST00000356157.12	ENSG00000167216.19
ENST00000687617.1	ENSG00000167216.19
ENST00000685252.1	ENSG00000167216.19
ENST00000685144.1	ENSG00000167216.19
ENST00000586198.5	ENSG00000167216.19
ENST00000589410.2	ENSG00000176136.6
ENST00000324750.5	ENSG00000176136.6
ENST00000578241.1	ENSG00000264296.1
ENST00000256429.8	ENSG00000134046.12
ENST00000579025.1	ENSG00000134046.12
ENST00000578272.1	ENSG00000134046.12
ENST00000398398.6	ENSG00000134046.12
ENST00000583046.1	ENSG00000134046.12
ENST00000384504.1	ENSG00000207233.1
ENST00000579534.6	ENSG00000101751.11
ENST00000406285.7	ENSG00000101751.11
ENST00000577612.5	ENSG00000101751.11
ENST00000579434.5	ENSG00000101751.11
ENST00000583136.5	ENSG00000101751.11
ENST00000577971.5	ENSG00000101751.11
ENST00000217800.9	ENSG00000101751.11
ENST00000580880.1	ENSG00000101751.11
ENST00000580905.2	ENSG00000101751.11
ENST00000581950.5	ENSG00000101751.11
ENST00000585023.5	ENSG00000101751.11
ENST00000579823.1	ENSG00000101751.11
ENST00000577361.5	ENSG00000101751.11
ENST00000583576.1	ENSG00000101751.11
ENST00000582366.1	ENSG00000101751.11
ENST00000577727.1	ENSG00000101751.11
ENST00000620105.5	ENSG00000166845.15
ENST00000578138.5	ENSG00000166845.15
ENST00000648616.1	ENSG00000166845.15
ENST00000382911.8	ENSG00000166845.15
ENST00000300091.5	ENSG00000166845.15
ENST00000582188.1	ENSG00000166845.15
ENST00000579594.1	ENSG00000166845.15
ENST00000686109.1	ENSG00000174448.9
ENST00000581310.5	ENSG00000174448.9
ENST00000307844.4	ENSG00000174448.9
ENST00000689888.1	ENSG00000174448.9
ENST00000584040.2	ENSG00000174448.9
ENST00000577499.5	ENSG00000174448.9
ENST00000409402.9	ENSG00000134278.16
ENST00000410092.7	ENSG00000134278.16
ENST00000309836.9	ENSG00000134278.16
ENST00000440472.6	ENSG00000134278.16
ENST00000453447.6	ENSG00000134278.16
ENST00000498803.5	ENSG00000134278.16
ENST00000464481.5	ENSG00000134278.16
ENST00000592156.5	ENSG00000134278.16
ENST00000588236.1	ENSG00000134278.16
ENST00000487491.1	ENSG00000134278.16
ENST00000449797.5	ENSG00000134278.16
ENST00000497844.6	ENSG00000134278.16
ENST00000462226.1	ENSG00000134278.16
ENST00000690777.1	ENSG00000288917.1
ENST00000684974.1	ENSG00000288800.1
ENST00000363880.1	ENSG00000200750.1
ENST00000469988.3	ENSG00000242971.3
ENST00000363107.1	ENSG00000199977.1
ENST00000385052.1	ENSG00000283927.1
ENST00000384961.3	ENSG00000284453.1
ENST00000473394.1	ENSG00000243303.1
ENST00000583436.1	ENSG00000264149.1
ENST00000516516.1	ENSG00000252325.1
ENST00000582071.1	ENSG00000264289.1
ENST00000410588.1	ENSG00000222520.1
ENST00000578646.5	ENSG00000101752.13
ENST00000261537.7	ENSG00000101752.13
ENST00000577749.5	ENSG00000101752.13
ENST00000578260.1	ENSG00000101752.13
ENST00000695486.1	ENSG00000101752.13
ENST00000695487.1	ENSG00000101752.13
ENST00000685003.1	ENSG00000288839.1
ENST00000579772.1	ENSG00000263935.1
ENST00000306329.16	ENSG00000168502.18
ENST00000695635.1	ENSG00000168502.18
ENST00000695636.1	ENSG00000168502.18
ENST00000517570.5	ENSG00000168502.18
ENST00000359865.7	ENSG00000168502.18
ENST00000522146.1	ENSG00000168502.18
ENST00000523122.1	ENSG00000168502.18
ENST00000520495.5	ENSG00000168502.18
ENST00000523811.2	ENSG00000168502.18
ENST00000517554.1	ENSG00000168502.18
ENST00000521018.1	ENSG00000168502.18
ENST00000518815.1	ENSG00000168502.18
ENST00000522592.1	ENSG00000168502.18
ENST00000518226.1	ENSG00000168502.18
ENST00000519823.2	ENSG00000168502.18
ENST00000520926.1	ENSG00000168502.18
ENST00000581670.1	ENSG00000168502.18
ENST00000516510.1	ENSG00000252319.1
ENST00000609424.1	ENSG00000272788.1
ENST00000667345.1	ENSG00000287719.1
ENST00000460237.2	ENSG00000242058.2
ENST00000579467.1	ENSG00000263847.1
ENST00000582939.1	ENSG00000264449.6
ENST00000580845.5	ENSG00000264449.6
ENST00000577694.1	ENSG00000264449.6
ENST00000664630.1	ENSG00000264449.6
ENST00000659662.1	ENSG00000264449.6
ENST00000659442.1	ENSG00000266846.2
ENST00000577935.1	ENSG00000266846.2
ENST00000577704.1	ENSG00000265487.1
ENST00000363767.1	ENSG00000200637.1
ENST00000606807.1	ENSG00000272380.1
ENST00000383490.3	ENSG00000206432.4
ENST00000581347.2	ENSG00000206432.4
ENST00000256857.7	ENSG00000134443.10
ENST00000529320.2	ENSG00000134443.10
ENST00000420468.6	ENSG00000134443.10
ENST00000456142.3	ENSG00000134443.10
ENST00000530323.1	ENSG00000134443.10
ENST00000256852.7	ENSG00000134438.10
ENST00000334889.4	ENSG00000134438.10
ENST00000591550.1	ENSG00000134438.10
ENST00000555288.1	ENSG00000134438.10
ENST00000587244.5	ENSG00000166569.8
ENST00000299721.3	ENSG00000166569.8
ENST00000251047.6	ENSG00000074695.6
ENST00000592562.1	ENSG00000074695.6
ENST00000587918.1	ENSG00000074695.6
ENST00000587940.1	ENSG00000074695.6
ENST00000587561.1	ENSG00000074695.6
ENST00000589242.1	ENSG00000267000.1
ENST00000588946.2	ENSG00000267774.2
ENST00000617349.1	ENSG00000273664.1
ENST00000473094.1	ENSG00000224161.3
ENST00000590914.1	ENSG00000267486.1
ENST00000439986.9	ENSG00000183287.15
ENST00000650467.2	ENSG00000183287.15
ENST00000649564.1	ENSG00000183287.15
ENST00000695903.1	ENSG00000183287.15
ENST00000695904.1	ENSG00000183287.15
ENST00000589116.2	ENSG00000183287.15
ENST00000589419.2	ENSG00000183287.15
ENST00000590535.2	ENSG00000266968.2
ENST00000644925.1	ENSG00000141469.18
ENST00000619403.4	ENSG00000141469.18
ENST00000587601.5	ENSG00000141469.18
ENST00000502059.7	ENSG00000141469.18
ENST00000321925.9	ENSG00000141469.18
ENST00000415427.7	ENSG00000141469.18
ENST00000589322.7	ENSG00000141469.18
ENST00000586951.6	ENSG00000141469.18
ENST00000535474.5	ENSG00000141469.18
ENST00000402943.6	ENSG00000141469.18
ENST00000588179.6	ENSG00000141469.18
ENST00000586056.5	ENSG00000141469.18
ENST00000436407.7	ENSG00000141469.18
ENST00000590246.6	ENSG00000141469.18
ENST00000586142.5	ENSG00000141469.18
ENST00000589700.5	ENSG00000141469.18
ENST00000590377.1	ENSG00000141469.18
ENST00000591642.1	ENSG00000141469.18
ENST00000586854.1	ENSG00000141469.18
ENST00000591541.2	ENSG00000141469.18
ENST00000587507.2	ENSG00000267558.2
ENST00000389474.8	ENSG00000197046.12
ENST00000602118.6	ENSG00000197046.12
ENST00000546268.5	ENSG00000197046.12
ENST00000587418.2	ENSG00000197046.12
ENST00000593178.2	ENSG00000197046.12
ENST00000589328.5	ENSG00000152229.18
ENST00000409746.5	ENSG00000152229.18
ENST00000588801.5	ENSG00000152229.18
ENST00000593086.1	ENSG00000152229.18
ENST00000591729.1	ENSG00000152229.18
ENST00000587042.1	ENSG00000152229.18
ENST00000410247.1	ENSG00000222179.1
ENST00000591191.1	ENSG00000267293.1
ENST00000516225.1	ENSG00000252034.1
ENST00000398752.11	ENSG00000152234.16
ENST00000593152.6	ENSG00000152234.16
ENST00000282050.6	ENSG00000152234.16
ENST00000586523.1	ENSG00000152234.16
ENST00000590156.5	ENSG00000152234.16
ENST00000590665.5	ENSG00000152234.16
ENST00000586592.5	ENSG00000152234.16
ENST00000587902.1	ENSG00000152234.16
ENST00000592364.5	ENSG00000152234.16
ENST00000589252.5	ENSG00000152234.16
ENST00000589869.5	ENSG00000152234.16
ENST00000589611.1	ENSG00000152234.16
ENST00000590406.5	ENSG00000152234.16
ENST00000590324.5	ENSG00000152234.16
ENST00000590448.5	ENSG00000152234.16
ENST00000591981.5	ENSG00000152234.16
ENST00000592989.1	ENSG00000152234.16
ENST00000585650.1	ENSG00000152234.16
ENST00000591267.1	ENSG00000152234.16
ENST00000588390.1	ENSG00000152234.16
ENST00000592471.1	ENSG00000152240.13
ENST00000591098.1	ENSG00000152240.13
ENST00000586060.5	ENSG00000152240.13
ENST00000282058.11	ENSG00000152240.13
ENST00000591715.5	ENSG00000152240.13
ENST00000592206.5	ENSG00000152240.13
ENST00000585518.5	ENSG00000152240.13
ENST00000589554.5	ENSG00000152240.13
ENST00000593165.5	ENSG00000152240.13
ENST00000588704.1	ENSG00000152240.13
ENST00000595199.1	ENSG00000152240.13
ENST00000585425.1	ENSG00000152240.13
ENST00000516130.1	ENSG00000251939.1
ENST00000696483.1	ENSG00000152223.16
ENST00000696481.1	ENSG00000152223.16
ENST00000696484.1	ENSG00000152223.16
ENST00000696491.1	ENSG00000152223.16
ENST00000587884.2	ENSG00000152223.16
ENST00000590884.6	ENSG00000152223.16
ENST00000592272.6	ENSG00000152223.16
ENST00000282041.11	ENSG00000152223.16
ENST00000587973.2	ENSG00000152223.16
ENST00000586655.2	ENSG00000152223.16
ENST00000696489.1	ENSG00000152223.16
ENST00000696485.1	ENSG00000152223.16
ENST00000696482.1	ENSG00000152223.16
ENST00000696490.1	ENSG00000152223.16
ENST00000587262.1	ENSG00000152223.16
ENST00000585906.5	ENSG00000152223.16
ENST00000696785.1	ENSG00000152223.16
ENST00000587974.1	ENSG00000152223.16
ENST00000696480.1	ENSG00000152223.16
ENST00000424526.7	ENSG00000141449.16
ENST00000584446.5	ENSG00000141449.16
ENST00000579454.2	ENSG00000141449.16
ENST00000269218.10	ENSG00000141449.16
ENST00000580732.6	ENSG00000141449.16
ENST00000578368.5	ENSG00000141449.16
ENST00000581327.1	ENSG00000141449.16
ENST00000580683.1	ENSG00000141449.16
ENST00000578955.1	ENSG00000141449.16
ENST00000578383.1	ENSG00000141449.16
ENST00000580384.1	ENSG00000141449.16
ENST00000696964.1	ENSG00000141431.14
ENST00000269197.12	ENSG00000141431.14
ENST00000681521.1	ENSG00000141431.14
ENST00000592288.6	ENSG00000141431.14
ENST00000592541.6	ENSG00000141431.14
ENST00000590189.6	ENSG00000141431.14
ENST00000593195.6	ENSG00000141431.14
ENST00000592349.5	ENSG00000141431.14
ENST00000586948.1	ENSG00000141431.14
ENST00000642541.1	ENSG00000141431.14
ENST00000586327.6	ENSG00000141431.14
ENST00000588038.5	ENSG00000141431.14
ENST00000585426.5	ENSG00000141431.14
ENST00000590225.5	ENSG00000141431.14
ENST00000593235.1	ENSG00000141431.14
ENST00000647014.1	ENSG00000141431.14
ENST00000590973.2	ENSG00000141431.14
ENST00000697039.1	ENSG00000101577.11
ENST00000261596.9	ENSG00000101577.11
ENST00000677752.1	ENSG00000101577.11
ENST00000697040.1	ENSG00000101577.11
ENST00000697041.1	ENSG00000101577.11
ENST00000697042.1	ENSG00000101577.11
ENST00000697043.1	ENSG00000101577.11
ENST00000584915.2	ENSG00000101577.11
ENST00000581568.1	ENSG00000101577.11
ENST00000649217.2	ENSG00000172175.16
ENST00000345724.7	ENSG00000172175.16
ENST00000650045.1	ENSG00000172175.16
ENST00000697044.1	ENSG00000172175.16
ENST00000591792.1	ENSG00000172175.16
ENST00000648670.1	ENSG00000172175.16
ENST00000697098.1	ENSG00000172175.16
ENST00000649202.1	ENSG00000172175.16
ENST00000697099.1	ENSG00000172175.16
ENST00000649125.1	ENSG00000172175.16
ENST00000697045.1	ENSG00000172175.16
ENST00000697046.1	ENSG00000172175.16
ENST00000649756.1	ENSG00000172175.16
ENST00000589873.5	ENSG00000172175.16
ENST00000650355.1	ENSG00000172175.16
ENST00000587438.2	ENSG00000172175.16
ENST00000676383.1	ENSG00000288616.1
ENST00000675219.1	ENSG00000288607.1
ENST00000674825.1	ENSG00000288631.1
ENST00000425392.5	ENSG00000166396.13
ENST00000336429.6	ENSG00000166396.13
ENST00000540675.5	ENSG00000166396.13
ENST00000398019.7	ENSG00000166396.13
ENST00000447428.5	ENSG00000166396.13
ENST00000546027.5	ENSG00000166396.13
ENST00000431370.1	ENSG00000166396.13
ENST00000404622.5	ENSG00000197632.9
ENST00000457692.5	ENSG00000197632.9
ENST00000299502.9	ENSG00000197632.9
ENST00000413956.5	ENSG00000197632.9
ENST00000443281.1	ENSG00000197632.9
ENST00000482254.1	ENSG00000197632.9
ENST00000408945.5	ENSG00000221887.6
ENST00000481726.1	ENSG00000221887.6
ENST00000526932.1	ENSG00000221887.6
ENST00000498680.1	ENSG00000221887.6
ENST00000353706.6	ENSG00000166401.15
ENST00000542677.5	ENSG00000166401.15
ENST00000397985.7	ENSG00000166401.15
ENST00000636430.1	ENSG00000166401.15
ENST00000397988.7	ENSG00000166401.15
ENST00000448851.5	ENSG00000166401.15
ENST00000441827.5	ENSG00000166401.15
ENST00000295211.5	ENSG00000166401.15
ENST00000493661.2	ENSG00000166401.15
ENST00000455456.2	ENSG00000237314.2
ENST00000591105.1	ENSG00000267674.1
ENST00000285093.15	ENSG00000167315.18
ENST00000589432.5	ENSG00000167315.18
ENST00000591171.1	ENSG00000167315.18
ENST00000587994.5	ENSG00000167315.18
ENST00000586485.5	ENSG00000167315.18
ENST00000585948.5	ENSG00000167315.18
ENST00000586100.1	ENSG00000167315.18
ENST00000590532.2	ENSG00000266997.2
ENST00000516183.1	ENSG00000251992.1
ENST00000516330.1	ENSG00000252139.1
ENST00000364798.1	ENSG00000201668.1
ENST00000363657.1	ENSG00000200527.1
ENST00000591362.1	ENSG00000267196.1
ENST00000588476.1	ENSG00000267511.1
ENST00000587055.1	ENSG00000267591.1
ENST00000636981.1	ENSG00000283343.1
ENST00000465317.3	ENSG00000240663.3
ENST00000398545.5	ENSG00000172361.6
ENST00000616499.1	ENSG00000277310.1
ENST00000412036.6	ENSG00000154832.16
ENST00000589940.5	ENSG00000154832.16
ENST00000285106.11	ENSG00000154832.16
ENST00000590901.5	ENSG00000154832.16
ENST00000589548.6	ENSG00000154832.16
ENST00000673786.1	ENSG00000154832.16
ENST00000587342.1	ENSG00000154832.16
ENST00000587170.1	ENSG00000154832.16
ENST00000586144.1	ENSG00000154832.16
ENST00000586568.1	ENSG00000154832.16
ENST00000586502.1	ENSG00000154832.16
ENST00000590234.5	ENSG00000154832.16
ENST00000591190.5	ENSG00000154832.16
ENST00000591474.5	ENSG00000154832.16
ENST00000592078.1	ENSG00000154832.16
ENST00000586837.1	ENSG00000154832.16
ENST00000586365.5	ENSG00000154832.16
ENST00000587396.1	ENSG00000154832.16
ENST00000285039.12	ENSG00000167306.21
ENST00000697217.1	ENSG00000167306.21
